Steam ID,App ID,Game Name,Playtime (hours),Genres,Achievements
76561198184561219,240,Counter-Strike: Source,19.95,Action,58
76561198184561219,4000,Garry's Mod,780.05,"Casual, Indie, Simulation",15
76561198184561219,3480,Peggle Deluxe,3.4166666666666665,Casual,0
76561198184561219,220,Half-Life 2,2.6666666666666665,Action,6
76561198184561219,320,Half-Life 2: Deathmatch,0.0,Action,0
76561198184561219,360,Half-Life Deathmatch: Source,0.0,Action,0
76561198184561219,400,Portal,1.3,Action,2
76561198184561219,3540,Peggle™ Nights,0.0,Casual,0
76561198184561219,500,Left 4 Dead,0.0,Action,0
76561198184561219,10090,Call of Duty: World at War,10.533333333333333,Action,0
76561198184561219,32330,LEGO® Indiana Jones™: The Original Adventures,0.08333333333333333,"Action, Adventure",0
76561198184561219,550,Left 4 Dead 2,126.53333333333333,Action,51
76561198184561219,32450,LEGO® Indiana Jones™ 2: The Adventure Continues,0.0,Adventure,0
76561198184561219,22380,Fallout: New Vegas,96.73333333333333,"Action, RPG",45
